fid,longitude,latitude,lon_min,lon_max,lat_min,lat_max,result,focused
58,34.7600706,-0.001213152,34.75957171,34.7605695,-0.001617536,-0.000808768,1,0
59,34.76106838,-0.001213152,34.76056949,34.76156727,-0.001617536,-0.000808768,1,0
60,34.76206616,-0.001213152,34.76156727,34.76256505,-0.001617536,-0.000808768,0,0
61,34.73313062,-0.00202192,34.73263173,34.73362952,-0.002426304,-0.001617536,0,0
62,34.7341284,-0.00202192,34.73362951,34.73462729,-0.002426304,-0.001617536,1,0
63,34.73512618,-0.00202192,34.73462728,34.73562507,-0.002426304,-0.001617536,1,0
64,34.73612395,-0.00202192,34.73562506,34.73662285,-0.002426304,-0.001617536,1,0
65,34.73712173,-0.00202192,34.73662284,34.73762063,-0.002426304,-0.001617536,1,0
66,34.73811951,-0.00202192,34.73762062,34.7386184,-0.002426304,-0.001617536,1,0
67,34.73911729,-0.00202192,34.73861839,34.73961618,-0.002426304,-0.001617536,1,0
68,34.74011506,-0.00202192,34.73961617,34.74061396,-0.002426304,-0.001617536,1,0
69,34.74111284,-0.00202192,34.74061395,34.74161174,-0.002426304,-0.001617536,1,0
70,34.74211062,-0.00202192,34.74161172,34.74260951,-0.002426304,-0.001617536,1,0
71,34.7431084,-0.00202192,34.7426095,34.74360729,-0.002426304,-0.001617536,1,0
72,34.74410617,-0.00202192,34.74360728,34.74460507,-0.002426304,-0.001617536,1,0
73,34.74510395,-0.00202192,34.74460506,34.74560285,-0.002426304,-0.001617536,1,0
74,34.74610173,-0.00202192,34.74560283,34.74660062,-0.002426304,-0.001617536,1,0
75,34.74709951,-0.00202192,34.74660061,34.7475984,-0.002426304,-0.001617536,1,0
76,34.74809728,-0.00202192,34.74759839,34.74859618,-0.002426304,-0.001617536,1,0
77,34.74909506,-0.00202192,34.74859617,34.74959395,-0.002426304,-0.001617536,1,0
78,34.75009284,-0.00202192,34.74959394,34.75059173,-0.002426304,-0.001617536,1,0
79,34.75109062,-0.00202192,34.75059172,34.75158951,-0.002426304,-0.001617536,1,0
80,34.75208839,-0.00202192,34.7515895,34.75258729,-0.002426304,-0.001617536,1,0
81,34.75308617,-0.00202192,34.75258728,34.75358506,-0.002426304,-0.001617536,1,0
82,34.75408395,-0.00202192,34.75358505,34.75458284,-0.002426304,-0.001617536,1,0
83,34.75508173,-0.00202192,34.75458283,34.75558062,-0.002426304,-0.001617536,1,0
84,34.7560795,-0.00202192,34.75558061,34.7565784,-0.002426304,-0.001617536,1,0
85,34.75707728,-0.00202192,34.75657839,34.75757617,-0.002426304,-0.001617536,1,0
86,34.75807506,-0.00202192,34.75757616,34.75857395,-0.002426304,-0.001617536,1,0
87,34.75907283,-0.00202192,34.75857394,34.75957173,-0.002426304,-0.001617536,1,0
88,34.76007061,-0.00202192,34.75957172,34.76056951,-0.002426304,-0.001617536,1,0
89,34.76106839,-0.00202192,34.7605695,34.76156728,-0.002426304,-0.001617536,0,0
90,34.76206617,-0.00202192,34.76156727,34.76256506,-0.002426304,-0.001617536,0,0
91,34.73313063,-0.002830688,34.73263174,34.73362953,-0.003235072,-0.002426304,1,0
92,34.73412841,-0.002830688,34.73362952,34.73462731,-0.003235072,-0.002426304,1,0
93,34.73512619,-0.002830688,34.73462729,34.73562509,-0.003235072,-0.002426304,1,0
94,34.73612397,-0.002830688,34.73562507,34.73662286,-0.003235072,-0.002426304,1,0
95,34.73712174,-0.002830688,34.73662285,34.73762064,-0.003235072,-0.002426304,1,0
96,34.73811952,-0.002830688,34.73762063,34.73861842,-0.003235072,-0.002426304,1,0
97,34.7391173,-0.002830688,34.7386184,34.7396162,-0.003235072,-0.002426304,1,0
98,34.74011508,-0.002830688,34.73961618,34.74061397,-0.003235072,-0.002426304,1,0
99,34.74111285,-0.002830688,34.74061396,34.74161175,-0.003235072,-0.002426304,1,0
100,34.74211063,-0.002830688,34.74161174,34.74260953,-0.003235072,-0.002426304,1,0
101,34.74310841,-0.002830688,34.74260951,34.74360731,-0.003235072,-0.002426304,1,0
102,34.74410619,-0.002830688,34.74360729,34.74460508,-0.003235072,-0.002426304,1,0
103,34.74510396,-0.002830688,34.74460507,34.74560286,-0.003235072,-0.002426304,1,0
104,34.74610174,-0.002830688,34.74560285,34.74660064,-0.003235072,-0.002426304,1,0
105,34.74709952,-0.002830688,34.74660062,34.74759841,-0.003235072,-0.002426304,1,0
106,34.7480973,-0.002830688,34.7475984,34.74859619,-0.003235072,-0.002426304,1,0
107,34.74909507,-0.002830688,34.74859618,34.74959397,-0.003235072,-0.002426304,1,0
108,34.75009285,-0.002830688,34.74959395,34.75059175,-0.003235072,-0.002426304,1,0
109,34.75109063,-0.002830688,34.75059173,34.75158952,-0.003235072,-0.002426304,1,0
110,34.75208841,-0.002830688,34.75158951,34.7525873,-0.003235072,-0.002426304,1,0
111,34.75308618,-0.002830688,34.75258729,34.75358508,-0.003235072,-0.002426304,1,0
112,34.75408396,-0.002830688,34.75358506,34.75458286,-0.003235072,-0.002426304,1,0
113,34.75508174,-0.002830688,34.75458284,34.75558063,-0.003235072,-0.002426304,1,0
114,34.75607952,-0.002830688,34.75558062,34.75657841,-0.003235072,-0.002426304,1,0
115,34.75707729,-0.002830688,34.7565784,34.75757619,-0.003235072,-0.002426304,1,0
116,34.75807507,-0.002830688,34.75757617,34.75857397,-0.003235072,-0.002426304,1,0
117,34.75907285,-0.002830688,34.75857395,34.75957174,-0.003235072,-0.002426304,1,0
118,34.76007063,-0.002830688,34.75957173,34.76056952,-0.003235072,-0.002426304,1,0
119,34.7610684,-0.002830688,34.76056951,34.7615673,-0.003235072,-0.002426304,0,0
120,34.76206618,-0.002830688,34.76156728,34.76256508,-0.003235072,-0.002426304,0,0
121,34.73313065,-0.003639456,34.73263175,34.73362955,-0.00404384,-0.003235072,1,0
122,34.73412843,-0.003639456,34.73362953,34.73462733,-0.00404384,-0.003235072,1,0
123,34.73512621,-0.003639456,34.73462731,34.73562511,-0.00404384,-0.003235072,1,0
124,34.73612398,-0.003639456,34.73562509,34.73662288,-0.00404384,-0.003235072,1,0
125,34.73712176,-0.003639456,34.73662286,34.73762066,-0.00404384,-0.003235072,1,0
126,34.73811954,-0.003639456,34.73762064,34.73861844,-0.00404384,-0.003235072,1,0
127,34.73911732,-0.003639456,34.73861842,34.73961621,-0.00404384,-0.003235072,1,0
128,34.74011509,-0.003639456,34.7396162,34.74061399,-0.00404384,-0.003235072,1,0
129,34.74111287,-0.003639456,34.74061397,34.74161177,-0.00404384,-0.003235072,1,0
130,34.74211065,-0.003639456,34.74161175,34.74260955,-0.00404384,-0.003235072,1,0
131,34.74310843,-0.003639456,34.74260953,34.74360732,-0.00404384,-0.003235072,1,0
132,34.7441062,-0.003639456,34.74360731,34.7446051,-0.00404384,-0.003235072,1,0
133,34.74510398,-0.003639456,34.74460508,34.74560288,-0.00404384,-0.003235072,1,0
134,34.74610176,-0.003639456,34.74560286,34.74660066,-0.00404384,-0.003235072,1,0
135,34.74709954,-0.003639456,34.74660064,34.74759843,-0.00404384,-0.003235072,1,0
136,34.74809731,-0.003639456,34.74759841,34.74859621,-0.00404384,-0.003235072,1,0
137,34.74909509,-0.003639456,34.74859619,34.74959399,-0.00404384,-0.003235072,1,0
138,34.75009287,-0.003639456,34.74959397,34.75059177,-0.00404384,-0.003235072,1,0
139,34.75109065,-0.003639456,34.75059175,34.75158954,-0.00404384,-0.003235072,1,0
140,34.75208842,-0.003639456,34.75158952,34.75258732,-0.00404384,-0.003235072,1,0
141,34.7530862,-0.003639456,34.7525873,34.7535851,-0.00404384,-0.003235072,1,0
142,34.75408398,-0.003639456,34.75358508,34.75458288,-0.00404384,-0.003235072,1,0
143,34.75508176,-0.003639456,34.75458286,34.75558065,-0.00404384,-0.003235072,1,0
144,34.75607953,-0.003639456,34.75558063,34.75657843,-0.00404384,-0.003235072,1,0
145,34.75707731,-0.003639456,34.75657841,34.75757621,-0.00404384,-0.003235072,1,0
146,34.75807509,-0.003639456,34.75757619,34.75857399,-0.00404384,-0.003235072,1,0
147,34.75907286,-0.003639456,34.75857397,34.75957176,-0.00404384,-0.003235072,1,0
148,34.76007064,-0.003639456,34.75957174,34.76056954,-0.00404384,-0.003235072,1,0
149,34.76106842,-0.003639456,34.76056952,34.76156732,-0.00404384,-0.003235072,0,0
150,34.7620662,-0.003639456,34.7615673,34.7625651,-0.00404384,-0.003235072,1,0
151,34.73313067,-0.004448223,34.73263177,34.73362957,-0.004852607,-0.00404384,1,0
152,34.73412845,-0.004448223,34.73362955,34.73462735,-0.004852607,-0.00404384,1,0
153,34.73512623,-0.004448223,34.73462733,34.73562513,-0.004852607,-0.00404384,1,0
154,34.73612401,-0.004448223,34.73562511,34.73662291,-0.004852607,-0.00404384,1,0
155,34.73712178,-0.004448223,34.73662288,34.73762068,-0.004852607,-0.00404384,1,0
156,34.73811956,-0.004448223,34.73762066,34.73861846,-0.004852607,-0.00404384,1,0
157,34.73911734,-0.004448223,34.73861844,34.73961624,-0.004852607,-0.00404384,1,0
158,34.74011512,-0.004448223,34.73961621,34.74061402,-0.004852607,-0.00404384,1,0
159,34.74111289,-0.004448223,34.74061399,34.74161179,-0.004852607,-0.00404384,1,0
160,34.74211067,-0.004448223,34.74161177,34.74260957,-0.004852607,-0.00404384,1,0
161,34.74310845,-0.004448223,34.74260955,34.74360735,-0.004852607,-0.00404384,1,0
162,34.74410622,-0.004448223,34.74360732,34.74460513,-0.004852607,-0.00404384,1,0
163,34.745104,-0.004448223,34.7446051,34.7456029,-0.004852607,-0.00404384,1,0
164,34.74610178,-0.004448223,34.74560288,34.74660068,-0.004852607,-0.00404384,1,0
165,34.74709956,-0.004448223,34.74660066,34.74759846,-0.004852607,-0.00404384,1,0
166,34.74809733,-0.004448223,34.74759843,34.74859624,-0.004852607,-0.00404384,1,0
167,34.74909511,-0.004448223,34.74859621,34.74959401,-0.004852607,-0.00404384,1,0
168,34.75009289,-0.004448223,34.74959399,34.75059179,-0.004852607,-0.00404384,1,0
169,34.75109067,-0.004448223,34.75059177,34.75158957,-0.004852607,-0.00404384,1,0
170,34.75208844,-0.004448223,34.75158954,34.75258734,-0.004852607,-0.00404384,1,0
171,34.75308622,-0.004448223,34.75258732,34.75358512,-0.004852607,-0.00404384,1,0
172,34.754084,-0.004448223,34.7535851,34.7545829,-0.004852607,-0.00404384,1,0
173,34.75508178,-0.004448223,34.75458288,34.75558068,-0.004852607,-0.00404384,1,0
174,34.75607955,-0.004448223,34.75558065,34.75657845,-0.004852607,-0.00404384,1,0
175,34.75707733,-0.004448223,34.75657843,34.75757623,-0.004852607,-0.00404384,1,0
176,34.75807511,-0.004448223,34.75757621,34.75857401,-0.004852607,-0.00404384,1,0
177,34.75907289,-0.004448223,34.75857399,34.75957179,-0.004852607,-0.00404384,1,0
178,34.76007066,-0.004448223,34.75957176,34.76056956,-0.004852607,-0.00404384,0,0
179,34.76106844,-0.004448223,34.76056954,34.76156734,-0.004852607,-0.00404384,0,0
180,34.76206622,-0.004448223,34.76156732,34.76256512,-0.004852607,-0.00404384,1,0
181,34.7331307,-0.005256991,34.7326318,34.7336296,-0.005661375,-0.004852607,1,0
182,34.73412848,-0.005256991,34.73362957,34.73462738,-0.005661375,-0.004852607,1,0
183,34.73512625,-0.005256991,34.73462735,34.73562516,-0.005661375,-0.004852607,1,0
184,34.73612403,-0.005256991,34.73562513,34.73662293,-0.005661375,-0.004852607,1,0
185,34.73712181,-0.005256991,34.73662291,34.73762071,-0.005661375,-0.004852607,1,0
186,34.73811959,-0.005256991,34.73762068,34.73861849,-0.005661375,-0.004852607,1,0
187,34.73911736,-0.005256991,34.73861846,34.73961627,-0.005661375,-0.004852607,1,0
188,34.74011514,-0.005256991,34.73961624,34.74061404,-0.005661375,-0.004852607,1,0
189,34.74111292,-0.005256991,34.74061402,34.74161182,-0.005661375,-0.004852607,1,0
190,34.7421107,-0.005256991,34.74161179,34.7426096,-0.005661375,-0.004852607,1,0
191,34.74310847,-0.005256991,34.74260957,34.74360738,-0.005661375,-0.004852607,1,0
192,34.74410625,-0.005256991,34.74360735,34.74460515,-0.005661375,-0.004852607,1,0
193,34.74510403,-0.005256991,34.74460513,34.74560293,-0.005661375,-0.004852607,1,0
194,34.74610181,-0.005256991,34.7456029,34.74660071,-0.005661375,-0.004852607,1,0
195,34.74709958,-0.005256991,34.74660068,34.74759849,-0.005661375,-0.004852607,1,0
196,34.74809736,-0.005256991,34.74759846,34.74859626,-0.005661375,-0.004852607,1,0
197,34.74909514,-0.005256991,34.74859624,34.74959404,-0.005661375,-0.004852607,1,0
198,34.75009292,-0.005256991,34.74959401,34.75059182,-0.005661375,-0.004852607,1,0
199,34.75109069,-0.005256991,34.75059179,34.7515896,-0.005661375,-0.004852607,1,0
200,34.75208847,-0.005256991,34.75158957,34.75258737,-0.005661375,-0.004852607,1,0
201,34.75308625,-0.005256991,34.75258734,34.75358515,-0.005661375,-0.004852607,1,0
202,34.75408402,-0.005256991,34.75358512,34.75458293,-0.005661375,-0.004852607,1,0
203,34.7550818,-0.005256991,34.7545829,34.7555807,-0.005661375,-0.004852607,1,0
204,34.75607958,-0.005256991,34.75558068,34.75657848,-0.005661375,-0.004852607,1,0
205,34.75707736,-0.005256991,34.75657845,34.75757626,-0.005661375,-0.004852607,1,0
206,34.75807513,-0.005256991,34.75757623,34.75857404,-0.005661375,-0.004852607,1,0
207,34.75907291,-0.005256991,34.75857401,34.75957181,-0.005661375,-0.004852607,0,0
208,34.76007069,-0.005256991,34.75957179,34.76056959,-0.005661375,-0.004852607,0,0
209,34.76106847,-0.005256991,34.76056956,34.76156737,-0.005661375,-0.004852607,1,0
210,34.76206624,-0.005256991,34.76156734,34.76256515,-0.005661375,-0.004852607,1,0
211,34.73313073,-0.006065759,34.73263182,34.73362963,-0.006470143,-0.005661375,1,0
212,34.73412851,-0.006065759,34.7336296,34.73462741,-0.006470143,-0.005661375,1,0
213,34.73512628,-0.006065759,34.73462738,34.73562519,-0.006470143,-0.005661375,1,0
214,34.73612406,-0.006065759,34.73562516,34.73662297,-0.006470143,-0.005661375,1,0
215,34.73712184,-0.006065759,34.73662293,34.73762074,-0.006470143,-0.005661375,1,0
216,34.73811962,-0.006065759,34.73762071,34.73861852,-0.006470143,-0.005661375,1,0
217,34.73911739,-0.006065759,34.73861849,34.7396163,-0.006470143,-0.005661375,1,0
218,34.74011517,-0.006065759,34.73961627,34.74061408,-0.006470143,-0.005661375,1,0
219,34.74111295,-0.006065759,34.74061404,34.74161185,-0.006470143,-0.005661375,1,0
220,34.74211073,-0.006065759,34.74161182,34.74260963,-0.006470143,-0.005661375,1,0
221,34.7431085,-0.006065759,34.7426096,34.74360741,-0.006470143,-0.005661375,1,0
222,34.74410628,-0.006065759,34.74360738,34.74460519,-0.006470143,-0.005661375,1,0
223,34.74510406,-0.006065759,34.74460515,34.74560296,-0.006470143,-0.005661375,1,0
224,34.74610184,-0.006065759,34.74560293,34.74660074,-0.006470143,-0.005661375,1,0
225,34.74709961,-0.006065759,34.74660071,34.74759852,-0.006470143,-0.005661375,1,0
226,34.74809739,-0.006065759,34.74759849,34.74859629,-0.006470143,-0.005661375,1,0
227,34.74909517,-0.006065759,34.74859626,34.74959407,-0.006470143,-0.005661375,0,0
228,34.75009294,-0.006065759,34.74959404,34.75059185,-0.006470143,-0.005661375,0,0
229,34.75109072,-0.006065759,34.75059182,34.75158963,-0.006470143,-0.005661375,1,0
230,34.7520885,-0.006065759,34.7515896,34.7525874,-0.006470143,-0.005661375,1,0
231,34.75308628,-0.006065759,34.75258737,34.75358518,-0.006470143,-0.005661375,1,0
232,34.75408405,-0.006065759,34.75358515,34.75458296,-0.006470143,-0.005661375,1,0
233,34.75508183,-0.006065759,34.75458293,34.75558074,-0.006470143,-0.005661375,1,0
234,34.75607961,-0.006065759,34.7555807,34.75657851,-0.006470143,-0.005661375,1,0
235,34.75707739,-0.006065759,34.75657848,34.75757629,-0.006470143,-0.005661375,0,0
236,34.75807516,-0.006065759,34.75757626,34.75857407,-0.006470143,-0.005661375,1,0
237,34.75907294,-0.006065759,34.75857404,34.75957185,-0.006470143,-0.005661375,1,0
238,34.76007072,-0.006065759,34.75957181,34.76056962,-0.006470143,-0.005661375,1,0
239,34.7610685,-0.006065759,34.76056959,34.7615674,-0.006470143,-0.005661375,1,0
240,34.76206627,-0.006065759,34.76156737,34.76256518,-0.006470143,-0.005661375,1,0
241,34.73313076,-0.006874527,34.73263186,34.73362967,-0.007278911,-0.006470143,1,0
242,34.73412854,-0.006874527,34.73362963,34.73462745,-0.007278911,-0.006470143,1,0
243,34.73512632,-0.006874527,34.73462741,34.73562522,-0.007278911,-0.006470143,1,0
244,34.7361241,-0.006874527,34.73562519,34.736623,-0.007278911,-0.006470143,1,0
245,34.73712187,-0.006874527,34.73662297,34.73762078,-0.007278911,-0.006470143,1,0
246,34.73811965,-0.006874527,34.73762074,34.73861856,-0.007278911,-0.006470143,1,0
247,34.73911743,-0.006874527,34.73861852,34.73961633,-0.007278911,-0.006470143,1,0
248,34.7401152,-0.006874527,34.7396163,34.74061411,-0.007278911,-0.006470143,1,0
249,34.74111298,-0.006874527,34.74061408,34.74161189,-0.007278911,-0.006470143,1,0
250,34.74211076,-0.006874527,34.74161185,34.74260967,-0.007278911,-0.006470143,1,0
251,34.74310854,-0.006874527,34.74260963,34.74360744,-0.007278911,-0.006470143,1,0
252,34.74410631,-0.006874527,34.74360741,34.74460522,-0.007278911,-0.006470143,1,0
253,34.74510409,-0.006874527,34.74460519,34.745603,-0.007278911,-0.006470143,1,0
254,34.74610187,-0.006874527,34.74560296,34.74660078,-0.007278911,-0.006470143,1,0
255,34.74709965,-0.006874527,34.74660074,34.74759855,-0.007278911,-0.006470143,0,0
256,34.74809742,-0.006874527,34.74759852,34.74859633,-0.007278911,-0.006470143,1,0
257,34.7490952,-0.006874527,34.74859629,34.74959411,-0.007278911,-0.006470143,1,0
258,34.75009298,-0.006874527,34.74959407,34.75059189,-0.007278911,-0.006470143,1,0
259,34.75109076,-0.006874527,34.75059185,34.75158966,-0.007278911,-0.006470143,1,0
260,34.75208853,-0.006874527,34.75158963,34.75258744,-0.007278911,-0.006470143,1,0
261,34.75308631,-0.006874527,34.7525874,34.75358522,-0.007278911,-0.006470143,1,0
262,34.75408409,-0.006874527,34.75358518,34.754583,-0.007278911,-0.006470143,1,0
263,34.75508187,-0.006874527,34.75458296,34.75558077,-0.007278911,-0.006470143,1,0
264,34.75607964,-0.006874527,34.75558074,34.75657855,-0.007278911,-0.006470143,1,0
265,34.75707742,-0.006874527,34.75657851,34.75757633,-0.007278911,-0.006470143,0,0
266,34.7580752,-0.006874527,34.75757629,34.75857411,-0.007278911,-0.006470143,1,0
267,34.75907298,-0.006874527,34.75857407,34.75957188,-0.007278911,-0.006470143,1,0
268,34.76007075,-0.006874527,34.75957185,34.76056966,-0.007278911,-0.006470143,1,0
269,34.76106853,-0.006874527,34.76056962,34.76156744,-0.007278911,-0.006470143,1,0
270,34.76206631,-0.006874527,34.7615674,34.76256521,-0.007278911,-0.006470143,1,0
271,34.7331308,-0.007683295,34.73263189,34.73362971,-0.008087679,-0.007278911,1,0
272,34.73412858,-0.007683295,34.73362967,34.73462749,-0.008087679,-0.007278911,1,0
273,34.73512636,-0.007683295,34.73462745,34.73562527,-0.008087679,-0.007278911,1,0
274,34.73612413,-0.007683295,34.73562522,34.73662304,-0.008087679,-0.007278911,1,0
275,34.73712191,-0.007683295,34.736623,34.73762082,-0.008087679,-0.007278911,1,0
276,34.73811969,-0.007683295,34.73762078,34.7386186,-0.008087679,-0.007278911,1,0
277,34.73911747,-0.007683295,34.73861856,34.73961637,-0.008087679,-0.007278911,1,0
278,34.74011524,-0.007683295,34.73961633,34.74061415,-0.008087679,-0.007278911,1,0
279,34.74111302,-0.007683295,34.74061411,34.74161193,-0.008087679,-0.007278911,1,0
280,34.7421108,-0.007683295,34.74161189,34.74260971,-0.008087679,-0.007278911,1,0
281,34.74310858,-0.007683295,34.74260967,34.74360748,-0.008087679,-0.007278911,1,0
282,34.74410635,-0.007683295,34.74360744,34.74460526,-0.008087679,-0.007278911,1,0
283,34.74510413,-0.007683295,34.74460522,34.74560304,-0.008087679,-0.007278911,0,0
284,34.74610191,-0.007683295,34.745603,34.74660082,-0.008087679,-0.007278911,0,0
285,34.74709969,-0.007683295,34.74660078,34.74759859,-0.008087679,-0.007278911,0,0
286,34.74809746,-0.007683295,34.74759855,34.74859637,-0.008087679,-0.007278911,1,0
287,34.74909524,-0.007683295,34.74859633,34.74959415,-0.008087679,-0.007278911,1,0
288,34.75009302,-0.007683295,34.74959411,34.75059193,-0.008087679,-0.007278911,1,0
289,34.75109079,-0.007683295,34.75059189,34.7515897,-0.008087679,-0.007278911,1,0
290,34.75208857,-0.007683295,34.75158966,34.75258748,-0.008087679,-0.007278911,1,0
291,34.75308635,-0.007683295,34.75258744,34.75358526,-0.008087679,-0.007278911,1,0
292,34.75408413,-0.007683295,34.75358522,34.75458304,-0.008087679,-0.007278911,1,0
293,34.7550819,-0.007683295,34.754583,34.75558081,-0.008087679,-0.007278911,1,0
294,34.75607968,-0.007683295,34.75558077,34.75657859,-0.008087679,-0.007278911,1,0
295,34.75707746,-0.007683295,34.75657855,34.75757637,-0.008087679,-0.007278911,0,0
296,34.75807524,-0.007683295,34.75757633,34.75857415,-0.008087679,-0.007278911,1,0
297,34.75907301,-0.007683295,34.75857411,34.75957192,-0.008087679,-0.007278911,1,0
298,34.76007079,-0.007683295,34.75957188,34.7605697,-0.008087679,-0.007278911,1,0
299,34.76106857,-0.007683295,34.76056966,34.76156748,-0.008087679,-0.007278911,1,0
300,34.76206635,-0.007683295,34.76156744,34.76256526,-0.008087679,-0.007278911,0,0
301,34.72315307,-0.008492063,34.72265416,34.72365198,-0.008896447,-0.008087679,1,0
302,34.72415085,-0.008492063,34.72365194,34.72464976,-0.008896447,-0.008087679,1,0
303,34.72514862,-0.008492063,34.72464971,34.72564754,-0.008896447,-0.008087679,1,0
304,34.7261464,-0.008492063,34.72564749,34.72664531,-0.008896447,-0.008087679,1,0
305,34.72714418,-0.008492063,34.72664527,34.72764309,-0.008896447,-0.008087679,1,0
306,34.72814196,-0.008492063,34.72764305,34.72864087,-0.008896447,-0.008087679,1,0
307,34.72913973,-0.008492063,34.72864082,34.72963865,-0.008896447,-0.008087679,1,0
308,34.73013751,-0.008492063,34.7296386,34.73063642,-0.008896447,-0.008087679,1,0
309,34.73113529,-0.008492063,34.73063638,34.7316342,-0.008896447,-0.008087679,1,0
310,34.73213307,-0.008492063,34.73163416,34.73263198,-0.008896447,-0.008087679,1,0
311,34.73313084,-0.008492063,34.73263193,34.73362976,-0.008896447,-0.008087679,1,0
312,34.73412862,-0.008492063,34.73362971,34.73462753,-0.008896447,-0.008087679,1,0
313,34.7351264,-0.008492063,34.73462749,34.73562531,-0.008896447,-0.008087679,1,0
